"COUNTRY","Country","VARIABLE","Variable","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2004-11","Nov-2004","TONNEKM","Tonnes-kilometres","6","Millions",,,42,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2004-12","Dec-2004","TONNEKM","Tonnes-kilometres","6","Millions",,,43,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-01","Jan-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,25,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-02","Feb-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,26,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-03","Mar-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,22,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-04","Apr-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,28,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-05","May-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,33,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-06","Jun-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,33,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-07","Jul-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,19,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-08","Aug-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,17,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-09","Sep-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,16,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-10","Oct-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,36,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-11","Nov-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,26,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2005-12","Dec-2005","TONNEKM","Tonnes-kilometres","6","Millions",,,22,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-01","Jan-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,31,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-02","Feb-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,13,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-03","Mar-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,14,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-04","Apr-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,20,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-05","May-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,20,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-06","Jun-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,19,,
"IRL","Ireland","Q-RL-GOOD-NAT","National rail freight transport","2006-07","Jul-2006","TONNEKM","Tonnes-kilometres","6","Millions",,,19,,
