"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2007","2007","USD","US Dollar","0","Units",,,114804.56626,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2008","2008","USD","US Dollar","0","Units",,,112465.42593,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2009","2009","USD","US Dollar","0","Units",,,106858.43747,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2010","2010","USD","US Dollar","0","Units",,,108840.70946,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2011","2011","USD","US Dollar","0","Units",,,107460.50922,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2012","2012","USD","US Dollar","0","Units",,,106751.85513,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,107345.60308,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,107596.38204,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,107898.30348,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,110414.31201,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,109460.49757,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,108642.26043,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,109526.40547,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,106881.02769,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,112764.79242,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,111837.32784,,
