"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.226119,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-6.398785,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,-3.837453,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-1.140414,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,3.515596,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,3.819,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.327327,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,6.019333,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,5.176834,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,4.137091,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,5.554713,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,2.376635,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.460733,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.761151,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,3.689754,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,2.42916,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,3.628391,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,4.853347,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,0.315488,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-8.513508,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.714605,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,2.073779,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,-1.865607,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-1.357195,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.793544,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.213436,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,2.534565,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,2.950737,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.993038,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,1.125753,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-2.515627,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,2.969856,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,1.32023,,
