"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,0.523121,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-0.754803,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.939574,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.369177,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.90826,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,0.740818,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-1.534445,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-0.521315,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,2.566947,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,0.148427,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,-0.168487,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.348974,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,2.106117,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.787167,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.306533,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,1.371368,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-1.274431,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-5.685134,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,4.090601,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.189693,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.596492,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,2.180539,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.352161,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.682074,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.894322,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,1.857488,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.852728,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.184212,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-3.929476,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,2.31047,,
"JPN","Japan","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,1.49551,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,2.22376,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,7.085358,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,6.38769,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,2.686349,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,1.364091,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,0.04074,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,-0.039702,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,2.625187,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,6.847641,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,5.062705,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,0.883176,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,2.533474,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,2.502868,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,2.687858,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.117989,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,2.421346,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.282924,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.910847,,
"FIN","Finland","T_GDPPOP_V","GDP per capita, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.708234,,
