"COUNTRY","Country","VARIABLE","Variable","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1998-11","Nov-1998","TONNEKM","Tonnes-kilometres","6","Millions",,,2026,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1998-12","Dec-1998","TONNEKM","Tonnes-kilometres","6","Millions",,,2045,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-01","Jan-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1748,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-02","Feb-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1840,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-03","Mar-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,2153,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-04","Apr-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1972,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-05","May-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1658,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-06","Jun-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1752,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-07","Jul-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1827,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-08","Aug-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1700,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-09","Sep-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1927,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-10","Oct-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,2098,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-11","Nov-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1979,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","1999-12","Dec-1999","TONNEKM","Tonnes-kilometres","6","Millions",,,2022,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-01","Jan-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1655,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-02","Feb-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1860,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-03","Mar-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,2091,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-04","Apr-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1623,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-05","May-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1551,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-06","Jun-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1737,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-07","Jul-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1764,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-08","Aug-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1772,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-09","Sep-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1885,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-10","Oct-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,2073,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-11","Nov-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,2038,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2000-12","Dec-2000","TONNEKM","Tonnes-kilometres","6","Millions",,,2083,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-01","Jan-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1658,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-02","Feb-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1833,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-03","Mar-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,2120,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-04","Apr-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1871,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-05","May-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1652,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-06","Jun-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1746,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-07","Jul-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1788,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-08","Aug-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1715,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-09","Sep-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1900,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-10","Oct-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,2090,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-11","Nov-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1993,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2001-12","Dec-2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1998,,
"JPN","Japan","Q-RL-GOOD-TOT","Total rail freight transport","2002-01","Jan-2002","TONNEKM","Tonnes-kilometres","6","Millions",,,1652,,
